event,response_id,target_id,interaction_type,label,label_expanded,Confidence_Level,response_text,target_text,truncated
General_Terms,1018852569689526272,1018821899097387008,Quote,Comment,Comment,1.0,Guys that lie bio😕😒😒 https://t.co/ueHL2hREXL,Girls that lie 😐😒,False
Santa_Fe_Shooting,997814653513293824,997809188754657280,Quote,Support,Implicit_Support,1.0,Watch #FoxNews some day. Make a list of their advertisers. Ignore all the bullshit gaslighting &amp; outright lying. Boycott the companies advertising there. Our besr weapon against fascism is our spending choices. #BoycottTrumpSponsors #BoycottGOPSponsors #BoycottRWMediaSponsors https://t.co/Uier7XjhWw,"Within hours of massacre, Fox News calls for arming literally ‘anyone’ https://t.co/DA1029isiY",False
Santa_Fe_Shooting,998256163308425221,997635211809755136,Quote,Denial,Implicit_Denial,1.0,Keep your heart comments to yourself - make some real change instead of saying the same tired BS after every school shooting https://t.co/lL8dkqy8mg,Susan and I are saddened by the horrific shooting in Texas and our hearts go out to the community of Santa Fe and the family and friends of those who lost their lives. Grateful to the first responders who bravely risked their own lives in order to save others.,False
Santa_Fe_Shooting,997711231472492544,997639265768103936,Quote,Denial,Explicit_Denial,1.0,"So many things wrong with this, Idk where to begin... Where's your evidence? https://t.co/6TL2shq3VI",You know what benefits from school shootings? The home school movement. You know what benefits from the home school movement? Ignorance. You know what benefits from ignorance? #Republicanism. You know what benefits from Republicanism? The #NRA. See it now?,False
General_Terms,1020007316601626625,1020005678277103617,Quote,Denial,Explicit_Denial,1.0,Caught you in a lie https://t.co/4EsUDYkbeA,Am I the only female that done had a nigga running from head? 🙄🤔,False
General_Terms,1020035287064465408,1020033402140061697,Quote,Comment,Comment,1.0,There are NO LAWS!! https://t.co/nUV6iwGAvI,Meet Lawless Hloni . All he does is drink and have fun. Sometimes he has fun and then he drinks. I think we’ve established that Hloni just likes having fun. Come meet Hloni this Saturday at Taboo so you too can also have fun. Thanks for coming to my Ted Talk😊 https://t.co/wkUBKj1MSI,False
General_Terms,1020334173444177921,1020333303889620993,Quote,Comment,Comment,1.0,"No one records just one random conversation. If Cohen recorded this one, there are no doubt many, many others. https://t.co/nZOn96KTCv","The taped conversation took place two months before the election, a month after woman claiming affair w Trump was paid by AMI https://t.co/rUi0eh6wem",False
General_Terms,1020355732972204032,1019752371587600384,Quote,Support,Implicit_Support,1.0,"When I say this has saved me from dealing w/so many bullshit as niggas!!!! Ain't no pulling up on me PERIOD , if yen doing dates then you'll gone on bout yo business! Put more standards on yourself https://t.co/kImvdKNlEs","Dates are required period, I’m not chilling with a guy I just met! You won’t be in my house and I’m not coming to yours period https://t.co/2BKEnblnrq",False
General_Terms,1020112307072970754,1020095037588353024,Quote,Denial,Explicit_Denial,1.0,Always bullshit a bullshitter https://t.co/3DhuZ3yTFM,Never bullshit a bullshitter,False
Student_Marches,978019806350897152,977710635575324672,Quote,Support,Implicit_Support,1.0,"@POTUS @PressSec @librarycongress I wonder what stupid LIES Sarah Sanders will hurl to start this week off ?? ALIENS invaded D.C., perhaps? https://t.co/HXH7teOJ8e",⚡️Look at the crowd size for #MarchForOurLives •I'd say at least 5X more than at Trump 2017 inauguration! 👀 https://t.co/peJx374CPL,False
Student_Marches,978292296637706240,978288907572871169,Quote,Support,Implicit_Support,-1.0,@NRA supporters are creating #FakeNews all to attack #GunViolence survivors! #ShameOnYou 🤬🤯 #EnoughIsEnough #BlueWaveComing2018 🌊🌊 https://t.co/URHvUzgpRV,Emma Gonzalez goes viral on the far right ... but the photo is fake https://t.co/gjXnINrnl4,False
Santa_Fe_Shooting,997831823601397765,997639265768103936,Quote,Denial,Explicit_Denial,1.0,Wrong assumptions lead to erroneous conclusions. https://t.co/3N68W5NwJh,You know what benefits from school shootings? The home school movement. You know what benefits from the home school movement? Ignorance. You know what benefits from ignorance? #Republicanism. You know what benefits from Republicanism? The #NRA. See it now?,False
Santa_Fe_Shooting,998102014625169408,997963208819331072,Quote,Comment,Comment,1.0,"#WakeUpUSA To @GOPChairwoman @IvankaTrump @BetsyDeVosED @PressSec @KellyannePolls Not one of you lying shits takes time to even tweet about helping with these probs,or education,or schools U DO take time to continuously tweet about the Glorious leader DJT So fuck all of U https://t.co/ARXuzK5U02","One of the Santa Fe High School victims was teacher Cynthia Tisdale. She worked two jobs so that she could pay for medical expenses for her terminally ill husband. Cynthia's body was identified by her son, a local detective who responded to the shooting. https://t.co/5dEHzyvn3b",False
Santa_Fe_Shooting,998218460617375744,997963208819331072,Quote,Denial,Implicit_Denial,1.0,"Think really hard before you try to use human suffering to further your agenda. This is devastation. There are no winners. No politics. Just people. Rhetoric like this may not help, but you can. You're somewhere. You can be someone's small miracle, because you ARE somebody. Rise. https://t.co/ioUIQuDCas","One of the Santa Fe High School victims was teacher Cynthia Tisdale. She worked two jobs so that she could pay for medical expenses for her terminally ill husband. Cynthia's body was identified by her son, a local detective who responded to the shooting. https://t.co/5dEHzyvn3b",False
Santa_Fe_Shooting,997913619940675584,997888614288666624,Quote,Denial,Explicit_Denial,1.0,97% of all statistics are made up on the spot...😒 https://t.co/zlgx7G8Nbg,"So far in 2018, a member of the military has been about 40 times as likely to be killed as someone is to die in a school shooting.",False
Santa_Fe_Shooting,997909710589300736,997907809281957888,Quote,Support,Implicit_Support,1.0,FALSE FLAGS! 🙏💗🇺🇸 https://t.co/KVaQBNE0zs,How ironic these school shooting take place right when DOJ/FBI are under fire to divert the media attention to take away the 2A. Now it’s a shot gun and pistol. The kid was bullied on social media. Maybe it’s social media’s fault. Who really behind it? https://t.co/JMqbNNcNWx,False
General_Terms,1021330968580276224,1021299467864031238,Quote,Denial,Implicit_Denial,1.0,"A minister defending their project by saying it has ""military-grade security"" should just get in the bin. Is there a better indicator that our current representatives are the wrong people for the job and should not have our data. https://t.co/yBCIhKgR0Z",Why My Health Record can't have 'military-grade' security https://t.co/rWqjuwarQz,False
General_Terms,1021800716313272320,1021618965343174656,Quote,Denial,Implicit_Denial,1.0,what is wrong with y’all why do you think “psychopath” is an okay insult to use why do you hate mentally ill people lol https://t.co/w9ubkGshkI,people above 18 who are obsessed with disney are psychopaths,False
General_Terms,1021839459736846337,1021768215221952512,Quote,Denial,Explicit_Denial,1.0,I dont think so Tony. He has never been after votes. Simply a better society for all. I think you are gravely mistaken in your personal opinion of him https://t.co/pBjPBvU3Ro,So now we see that Jeremy’s reforendum position has been halfhearted because it was just a trick to win more votes from the Brexiteers without scaring the Remainers. Mark my words he’ll soo line up with Trump and Mogg if thats where the votes lie on the final vote . #JdoesaLexit,False
General_Terms,1021879435149099008,1021873651862392833,Quote,Support,Implicit_Support,1.0,"Ok, April Lyin' Ryan, I'm calling your lying, rascist, fat ass out! WHAT REPORTER TOLD YOU THIS? You can't and won't answer because it is a big fat lie, just like you. Reporters are supposed to REPORT the news, not BE the news so sit down, STFU, and DO YOUR JOB! #FakeNewsCNN https://t.co/3eyvLgvheg","#RaceBaiter 👸🏾 The Queen Of Race Baiting, April Ryan, says reporter told her, 'The only reason you get called on is because you're black' https://t.co/i7aIJ2Q9K3 .......and if she didn’t get called on, the excuse would be ‘because you are black’ 🙄",False
Santa_Fe_Shooting,998625486480859137,997531945977475073,Quote,Denial,Explicit_Denial,1.0,"FALSE. ONLY IN 1999 WAS A SCHOOL SHOOTING IN NETHERLABDS, FIX YOUR SOURCES https://t.co/xDdCFbQYAc",the number of school shootings that have happened since the year 2000 around the world: ENGLAND: 0 GREECE: 1 NETHERLANDS: 1 SPAIN: 1 INDIA: 1 ARGENTINA: 1 RUSSIA: 1 CHINA: 3 MEXICO: 4 AUSTRALIA: 5 CANADA: 5 GERMANY: 5 SOUTH AFRICA: 5 USA: 213 #Texas,False
Santa_Fe_Shooting,997573724529455104,997573357573951488,Quote,Comment,Comment,1.0,trumpovitch has spent more effort this year lying about Stormy Daniels than trying to protect children. https://t.co/RTwBF9cVZ1,"The Santa Fe school shooting is 2nd this week, 3rd this month and 16th this year https://t.co/lhu76mSKYq",False
Santa_Fe_Shooting,997580916049391616,997575763015630848,Quote,Comment,Comment,-1.0,"Prepare to watch the Left propagate complete BS about guns and gun violence, then shriek “you have blood on your hands” at anyone who dares point out their fallacies. https://t.co/43qWX6R7M8",“Prepare to watch the NRA boast about getting higher donations. Prepare to see students rise up and be called ‘civil terrorists’ and ‘crisis actors.’ Prepare for the right-wing media to attack the survivors.” https://t.co/YV4rXE07x6,False
Santa_Fe_Shooting,997550449703043073,997499721995489280,Quote,Denial,Explicit_Denial,1.0,"Jesus this is so invalid, I want a list of all 101 mass shootings this year with facts and backed up #FakeNews https://t.co/Lq87pwwqsm","Santa Fe High School is the 22nd school shooting in 2018 and the 101st mass shooting in America this year. It's only May. The government wants to ban abortions because it's ""murder"" but sit back when actual kids are being murdered by guns. THIS is America.",False
Iran_Deal,993943230025678849,993933699052916736,Quote,Comment,Comment,1.0,BBC is meanwhile reporting fake news #IranNuclearDeal #Trump https://t.co/J4PlUtLAA3,"Iran's president says it will negotiate staying in nuclear deal with European countries, Russia and China despite U.S. withdrawal https://t.co/jhMv4VaGl5",False
Iran_Deal,994315532672225280,994034901140811776,Quote,Denial,Implicit_Denial,1.0,I think we had enough of the Clinton era of political lies and mistakes. Just look how well your husband's North Korea appeasement policy worked out for us. https://t.co/dscyF2WvCJ,Pulling out of the Iran nuclear deal is a big mistake. It makes America less safe and less trusted. Iran is now more dangerous. What's plan B? Anyone who thinks bombing is the answer is woefully misinformed.,False
Iran_Deal,995588992266485760,995424104286179328,Quote,Denial,Explicit_Denial,1.0,You lie everyday. That’s why people don’t trust you. #Nixon Was better. https://t.co/gfl2i4Hizr,Iran’s Military Budget is up more than 40% since the Obama negotiated Nuclear Deal was reached...just another indicator that it was all a big lie. But not anymore!,False
Iran_Deal,995684624503259136,995503115041460226,Quote,Comment,Comment,1.0,Waiting.... #QAnon #FakeNews @POTUS https://t.co/WzgTku9ndV,GRAB THE POPCORN: Iran Threatened to Name Politicians Who Took BRIBES to Pass Nuclear Deal https://t.co/IKLk0HP9Ac,False
Iran_Deal,995761309319868417,995758467645353985,Quote,Denial,Explicit_Denial,1.0,"This is false information. Republicans, Democrats, Independents, AMERCIANS - I urge you to not blindly believe whatever this human states. This is SO false it’s harmful. Put your party aside and EDUCATE yourself. Something @realDonaldTrump refuses to do https://t.co/gX2XPUk5ga","Remember how badly Iran was behaving with the Iran Deal in place. They were trying to take over the Middle East by whatever means necessary. Now, that will not happen!",False
Iran_Deal,996909115547975681,995829037615460352,Quote,Denial,Implicit_Denial,1.0,You confessed to Obama and admin lying about it to the American people in order to get it done. Sit this one out Ben. The future is not going to work out in your political favor @brhodes. https://t.co/hf6fGJZThF,"When you're paid for years to launch disingenuous attacks at the Iran Deal, at least own the consequences of blowing it up.. https://t.co/zTt1YFut8O",False
Iran_Deal,997220969012973570,997201250654609409,Quote,Comment,Comment,1.0,"It isn't Zionism is a crime, ZIONISM IS CRIME, one and the same, deceit, lies, dishonesty, evil, M.Oren TL-filled with LIES Palestinians lack exactly what defines Zionism, Drumpf kills Iran deal Israel attacks soon thereafter, Pretext&amp;human shields,both unneeded for their crimes https://t.co/73aXYR5l7C",#BreakingNews: #Israeli occupation force arrests a #Palestinian youth in #Jerusalem on the pretext of possession of a sharp tool. https://t.co/hSuCuZ64D2,False
Santa_Fe_Shooting,1001181916303896576,1001143923035787265,Quote,Denial,Explicit_Denial,1.0,There is no “total gun control” in Chicago. And what kind of person makes light of the epidemic of gun violence in America? #subtext https://t.co/268ZI1pL7U,"Meanwhile, 7 shot so far this Memorial Day weekend in Chicago where they have total gun control... just another day in the hood!",False
Santa_Fe_Shooting,1001392888742281217,1001317899045343238,Quote,Denial,Explicit_Denial,1.0,This tweet is extremely misleading and the situation is much more nuanced than she wants you to believe. https://t.co/dZiLc0rf08,"David Hogg and the mainstream media don't want you to know this, but 8 people were killed and 30 we're injured in shootings this weekend in Chicago. Funny how they claim to care about shootings but not the ones in cities with lots of gun control.",False
Santa_Fe_Shooting,994543199283752960,994366417242918913,Quote,Denial,Explicit_Denial,1.0,"@NRA Stop lying and protect our young people from being killed by assault weapons. They are murderers, not law abiding citizens. https://t.co/uRwo1fNqb5","Like all anti-gun politicians, #California @RepSwalwell thinks law-abiding people are to blame for crime. View Rep. Swalwell's crazy gun control ideas here ➡️ https://t.co/W3enkHwjSi 👎🏻 #swalwellinfringes https://t.co/cj9jWAudKC",False
General_Terms,1019726176624037888,1019282723826003968,Quote,Denial,Explicit_Denial,1.0,Well that’s a lie 😅😅 im the 3rd and I’m 18 and it’s like “be home by 11:30pm or imma beat your ass.” https://t.co/VD17G94cNN,Parent’s curfew with each child: 1st child: “be home by 10!” 2nd child: “alright you can stay out until midnight” 3rd child: “as long as I see you within 3-5 business days I honestly don’t care what time you’re home” I’m not mad ur mad,False
General_Terms,1019630415626133504,1019629769204248578,Quote,Support,Implicit_Support,1.0,The president is a liar! #TreasonSummit #OccupyLafayettePark #TreasonSummit #ImpeachTrump https://t.co/1FxkDAGjPo,"Our intelligence communities say Russia is actively trying 2interfere in our election. So Mr President, “do U believe that Russia is trying 2interfere in our election?” Wednesday Trump: “NO” SO ARE WE ALL FUCKING DONE NOW DEBATING ON WHETHER OR NOT HE MEANT WHAT HE SAID ON MON?",False
General_Terms,1019768298848698368,1019489351057727488,Quote,Denial,Implicit_Denial,1.0,Why @waglenikhil was not included in #CWC ? When Fake editor licks boots of an illeterate beyond thinking!🤣🤣🤣 https://t.co/dT9yk9CSXD,My piece: Rahul Gandhi Should Not Fall Into the BJP Trap https://t.co/XuajYDRvbd,False
General_Terms,1019836843368636416,1019661903277195264,Quote,Denial,Implicit_Denial,-1.0,"OH HELL NO...this muslime brotherhood RAT has to go! GET HIM OUT of our government! #WalkAway from DEMONrat party of oppression, socialism, marxism, hate, violence, injustices, lies, corruption!! https://t.co/OH4Hq0sKJV",Ellison: National Borders Create ‘An Injustice’ for ‘Regular People’ Seeking Higher Wages. Wtf? https://t.co/wE6ciwdJ9T,False
General_Terms,1019659854368174080,1019659437349507072,Quote,Support,Implicit_Support,1.0,"For them to lie as much as they do, you’d think they would be better at it by now https://t.co/dqrqdXkGVQ","Sarah Sanders says President Trump was saying ""no"" to the cook in the back of the room as in no fries with lunch... Not ""no"" that Russia isn't targeting the United States. ""He does believe they would target U.S. elections."" https://t.co/EOBrkG9Ard",False
General_Terms,1021096602482561024,1020828655289815040,Quote,Denial,Implicit_Denial,-1.0,Dare to be willfully stupid... just substitute analytical thought with fake narrative. https://t.co/rPDI0AbWGm,"Honeys, Just had to haul the slut out again. Still amazes me. Hussy. https://t.co/Vig0M7yDsJ",False
General_Terms,1021545396588437505,1021080084529270785,Quote,Denial,Explicit_Denial,1.0,Not true. I have these but I don’t have a flat butt. https://t.co/su8sZzGrot,Every girl that got her body done has these slippers. https://t.co/GFmmHheUW8,False
Iran_Deal,991788810542419968,991764327270055936,Quote,Support,Implicit_Support,1.0,"Iran already had $10bn in assets frozen, was given $1bn back under Obama. This false narrative is being used to demonise #Iran, when in fact Saudis, Israelis and Americans are the likely suspects. Pentagon blatantly was hit by missile and Rumsfeld accidentally admitted as such https://t.co/FBHwmeioiz","So let me get this straight, 15 of the 19 hijackers on 9/11 were from Saudi Arabia, which fuels the ideology of Al-Qaeda, but it is Iran, which isn’t involved in the attacks and is actually fighting terrorism in Syria, that must pay for this heinous crime? https://t.co/aj5p3qnPKM",False
Iran_Deal,991805571572486144,991787384227364864,Quote,Support,Implicit_Support,1.0,"Oompa Loompa oompadie dee, Hey @realDonaldTrump stop spewing bull$hit &amp; #lies. @POTUS @GOP #LiarInChief #IranDeal #Iran #ImpeachTrump to #MAGA https://t.co/Bi3A8uIBm1","NEW: Donald Trump says in 7 years, the Iran nuclear deal is done and Iran is free to make a bomb. The deal lasts for 12, and some parts last indefinitely. https://t.co/KPAMHvrsBz https://t.co/s6eJADtnYX",False
Iran_Deal,991824512537817088,988941141444739072,Quote,Denial,Explicit_Denial,1.0,What a fuccing traitor @TomSteyer is. He lies about President Trump as he is doing everything he can to remove nuks. Brokered peace in Korea and is stopping Iran from getting the bomb WTF has loser Steyer done for this country except create deception Stop him don't support https://t.co/hjxvCGcOjc,"Calling for impeachment is about protecting our Constitution, our country, and our people. There’s no sense in dismissing the resistance to Trump at this crucial juncture in American politics. We are watching history unfold before our eyes, which side do we want to be on? https://t.co/JNZNYGGHC2",False
Iran_Deal,992133506384973825,991895458053214208,Quote,Denial,Explicit_Denial,1.0,"I don't get why I should find this more import than say, Clinton lying about RIGGING AN ELECTION or Obama about paying Iran money that fueled their nuclear program. Or Bush about WMD in Iraq. No, David. I don't give a shit. Not one single shit. STFU. https://t.co/GRYzdVyZ7u",Dear Trump evangelicals. It looks like Trump has now been caught lying to you about paying off a porn star to silence reports about an affair shortly after his son was born. He had an affair. He paid hush money. He lied about it. Let that sink in. Is that your man?,False
Iran_Deal,992036742289965058,991914344022716416,Quote,Support,Implicit_Support,1.0,".@SenBennetCO #IranDeal Update ""Despite misleading claims by former Obama administration officials and their supporters in the liberal media that the material provided “nothing new,” the existence of the archive itself is a bombshell.""-@CarolineGlick https://t.co/ypfUXcVcaI",Caroline Glick: The Ayatollah's Archive Violates the Iran Deal Breitbart https://t.co/cLFwdUdcgO via @BreitbartNews,False
Santa_Fe_Shooting,997704242969370624,997499721995489280,Quote,Denial,Explicit_Denial,1.0,These numbers are legitimate bullshit. https://t.co/pWjLAkrhW9,"Santa Fe High School is the 22nd school shooting in 2018 and the 101st mass shooting in America this year. It's only May. The government wants to ban abortions because it's ""murder"" but sit back when actual kids are being murdered by guns. THIS is America.",False
Santa_Fe_Shooting,997592451501064192,997545960275369984,Quote,Denial,Explicit_Denial,1.0,wrong https://t.co/bwQMTwSfW7,"*sigh* I just found out there was another school shooting today, now here in Texas. At this point, fuck “gun control” reform... Just repeal the entire fucking 2nd. I’m done with this shit. And fuck your white, unstable, gun-toting, fragile-ass feelings, too.",False
Santa_Fe_Shooting,997598478451855360,997587284760330240,Quote,Denial,Explicit_Denial,1.0,"You receive money from the NRA and have a pro-gun voting record, you can keep your fake ass help https://t.co/IEycX42Abm","Briefed by law enforcement in Santa Fe this afternoon on the ongoing investigation of today’s tragic shooting. Grateful to local, state, and federal officials for their work. Ready to assist in any way we can https://t.co/cw40xSZmgG",False
Santa_Fe_Shooting,997512009833951238,997511065620701184,Quote,Comment,Comment,1.0,Just another school shooting in America. At least 8 dead. The Fake President will have less to say about it than he did about a single death in a knife attack in France. 🤔 #uspoli #USPolitics #SantaFe https://t.co/CkXKmLR3OY,"What we know about the Texas school shooting: - At least 8 dead, mostly students - At least 12 people hospitalized - Suspected shooter is in custody and believed to be a student at the school, sheriff says - This is the 22nd school shooting in 2018 https://t.co/l6O5SRnZLC",False
Santa_Fe_Shooting,998951021555716096,998949233431601152,Quote,Support,Implicit_Support,1.0,"Why you gotta lie, Jimmy? https://t.co/3pkqnWMuw5",‘LIE!’ Jimmy Kimmel Pushes Bogus School Shooting Stats That Have Been Disproven https://t.co/CjefwaKs5S https://t.co/VHK059uuOc,False
Santa_Fe_Shooting,998805000833945600,998803189112754176,Quote,Denial,Implicit_Denial,1.0,You know I’m tired of this bs the kid shot up a school killed kids bullying or not he still did it https://t.co/YQNOdSvwOj,VERIFY: Was Santa Fe shooting suspect bullied? https://t.co/o9mogstRXd https://t.co/6YklD6loem,False
Santa_Fe_Shooting,999089022310985729,999008283787776001,Quote,Denial,Implicit_Denial,1.0,1 shooting is too many. Who cares about the inflated numbers all media lies no matter what side you support. https://t.co/a9XVgd7nJ6,"Bruising from a bb gun, accidental shootings, and incidents that don't involve students or staff make up almost half of CNN’s school shooting count. https://t.co/iLsxutaEjC",False
Santa_Fe_Shooting,999351603797864455,999288175511113729,Quote,Denial,Explicit_Denial,1.0,"Anti-labor David Hogg boycotting employee-owned @publix is just wrong. I support small business, and the hard working owner operators. Show your support for labor, and go shop there. https://t.co/b6a0mMmMBh",.@Publix is a #NRASellOut In Parkland we will have a die in the Friday (the 25th) before memorial day weekend. Starting at 4pm for 12 min inside our 2 Publix stores. Just go an lie down starting at 4. Feel free to die in with us at as many other @Publix as possible.,False
Santa_Fe_Shooting,999349405055639554,999319220973391872,Quote,Support,Implicit_Support,1.0,@ericswalwell is a liar and disgraceful for using the name of Law Enforcement to further his unconstitutional ant-rights agenda. https://t.co/Jd0jWH83mb,"Watch @TuckerCarlson demolish a California congressman who wants to confiscate your rifles. Tucker's guest, a gun-grabbing politician, thinks his family deserves more protection than yours. Watch the full interview here ➡️ https://t.co/ev2uKHGdCy #Tucker #california #2A https://t.co/UUCpohwiz1",False
Santa_Fe_Shooting,997928249257873410,997529781733294082,Quote,Denial,Explicit_Denial,1.0,"A man was shot at St Brendan's Primary school in Craigavon in 2016, so not true. https://t.co/dWdga3fMSX","22 years ago, a gunman entered Dunblane Primary School in Scotland, killing 16 kids and a teacher. The UK govt responded by enacting tight gun control legislation. In the 8000+ days since, there have been a total of 0 school shootings in the UK. #SantaFeHighSchool",False
Santa_Fe_Shooting,997547932902739968,997530890145280000,Quote,Denial,Explicit_Denial,1.0,Liar. You promote killing them in the womb. https://t.co/oXU0QTziTF,We’re not attacking the Second Amendment. We’re putting the safety of our children FIRST.,False
Santa_Fe_Shooting,997567544889311233,997508136721412096,Quote,Denial,Explicit_Denial,1.0,Really The NRA came in and shot up another school? Bullshit Another head case shot it up Who let the shooter get the gun and ammo? Why did he do it? https://t.co/SwH1oL2pBu,"Not a single one of you should know me. Or any of my friends. But you do because we come from one of the hot school shootings of the month. Now we have another. Another community attacked that will only be further attacked by the NRA. Welcome to America, folks. This happens here.",False
